StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q29,Q30,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q7,Q7_7_TEXT,Q8,Q9,Q9_5_TEXT,Q10,Q10_6_TEXT,Q11,Q12,Q12_5_TEXT,Q13,Q14,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_12,Q22_13,Q22_14,Q22_15,Q22_16,Q22_17,Q22_18,Q22_19,Q22_20,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q26_10,Q26_11,Q26_12,PROLIFIC_PID,Create New Field or Choose From Dropdown...
24/04/2026 08:40,24/04/2026 09:07,0,100,1585,1,24/04/2026 09:07,R_2UWMXTGIN66OOsl,,,,,anonymous,EN,6982f97aea9864d01bb5b2e0,teacher,34,1,Kenya,2,,Biology and Chemistry,"3,4",,8,3,,"1,2,4,5",,1,1,,Bachelor of Education Science(B.Ed. Science) ,2,4,5,4,6,6,3,3,4,2,5,5,5,5,1,3,2,3,2,3,3,3,1,2,2,4,2,3,3,4,3,4,4,2,2,4,4,3,7,7,7,9,9,9,9,9,9,9,8,9,7,6,4,7,6,2,2,6,5,7,5,5,6982f97aea9864d01bb5b2e0,
24/04/2026 09:07,24/04/2026 09:08,0,100,16,1,24/04/2026 09:08,R_5ocN3nt6NxIJPln,,,,,anonymous,EN,699ba7b3eceaeb40fd3a39aa,699ba7b3eceaeb40fd3a39aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699ba7b3eceaeb40fd3a39aa,
24/04/2026 09:05,24/04/2026 09:10,0,100,275,1,24/04/2026 09:10,R_57gvsShBI0TOCdO,,,,,anonymous,EN,69d4829fd8f081190f6b6b9b,teacher,40,2,United States,3,,Science,3,,19,1,,"1,3,4",,2,2,,Biology,2,5,5,5,6,5,2,2,4,4,3,2,4,4,1,1,1,1,2,3,3,2,1,2,2,3,2,2,4,4,3,3,3,3,3,3,2,2,9,8,9,6,5,8,6,9,8,8,8,8,2,2,5,5,3,2,2,3,2,2,3,1,69d4829fd8f081190f6b6b9b,
24/04/2026 09:04,24/04/2026 09:13,0,100,560,1,24/04/2026 09:13,R_8nOaPKEpTZ9Q5Fh,,,,,anonymous,EN,697a6fb38cf15e079df3140e,teacher,32,1,Spain,1,,Physics and Chemistry (science),"3,4",,6,1,,"1,3,5",,1,2,,Graduate in Chemical Engineering and Master’s Degree in Logistics Management,2,2,2,3,5,2,4,5,5,4,5,4,4,5,5,4,5,5,4,2,2,3,4,4,2,2,3,4,1,1,2,2,2,3,1,2,4,3,8,8,7,9,9,9,9,7,8,8,8,9,5,6,7,7,7,7,7,7,7,7,7,7,697a6fb38cf15e079df3140e,
24/04/2026 09:10,24/04/2026 09:17,0,100,423,1,24/04/2026 09:17,R_9OqxEpDkLFO37L1,,,,,anonymous,EN,697801e663df41c309064cf4,teacher,36,2,Australia,1,,Vce vm,4,,10,1,,1,,1,2,,Arts,2,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,5,6,5,6,6,5,6,5,5,2,2,5,4,4,2,2,6,3,4,697801e663df41c309064cf4,
24/04/2026 09:24,24/04/2026 09:33,0,100,562,1,24/04/2026 09:33,R_1XObjnUIKJHjcid,,,,,anonymous,EN,697b7d329eb08e3eb1ec8e2b,teacher,35,1,Mexico,"1,5",,Management,6,,10,2,,1,,2,1,,Management,2,3,2,2,3,2,4,4,2,4,4,4,4,4,5,4,3,4,3,2,2,3,3,1,2,1,3,3,1,2,2,1,3,3,1,2,3,3,6,7,5,7,7,6,7,8,6,7,6,5,7,7,6,6,7,4,5,6,4,7,6,5,697b7d329eb08e3eb1ec8e2b,
24/04/2026 09:12,24/04/2026 09:36,0,100,1402,1,24/04/2026 09:36,R_5QfvSLkPManaBZ2,,,,,anonymous,EN,69aca3ff2a40d7e84d733778,teacher,35,1,Canada,2,,Mathematics,"3,4",,13,1,,"1,4",,1,1,,B.Sc. Mathematics Education,2,2,2,2,2,2,4,4,3,3,4,4,4,4,3,3,3,3,4,2,2,4,4,4,2,2,3,3,2,2,2,2,2,3,2,2,3,3,7,7,6,7,6,6,6,6,7,7,7,7,4,4,5,5,4,4,4,4,3,4,5,4,69aca3ff2a40d7e84d733778,
24/04/2026 09:33,24/04/2026 09:39,0,100,372,1,24/04/2026 09:39,R_2Pvgr4sPDKrSH8Z,,,,,anonymous,EN,697b65f7c1820f8b8ba55487,teacher,30,2,Belgium,1,,Language teacher,"3,4",,6,1,,1,,1,1,,Educational studies,2,2,2,2,3,2,3,3,2,3,5,4,5,5,4,4,2,2,3,3,3,3,4,3,1,3,2,3,2,2,2,1,3,3,1,2,3,3,6,7,6,5,4,8,7,7,3,9,5,8,4,4,5,5,3,5,5,4,5,1,4,5,697b65f7c1820f8b8ba55487,
24/04/2026 09:33,24/04/2026 09:41,0,100,486,1,24/04/2026 09:41,R_7ehqR6R8WRPaP8l,,,,,anonymous,EN,697aabcbdeac385ca47d256f,teacher,50,2,USA,"1,2",,Honors English,4,,26,1,,"1,2,3",,1,2,,Honors English (sophomores) ,2,5,5,6,6,6,3,3,3,2,4,4,4,4,4,4,4,4,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,6,6,6,7,8,7,6,6,7,9,7,7,6,7,6,5,6,5,5,6,5,6,5,5,697aabcbdeac385ca47d256f,
24/04/2026 09:49,24/04/2026 09:54,0,100,297,1,24/04/2026 09:54,R_6Hk5MiImS5WIXfT,,,,,anonymous,EN,6945bcb8d7b6d7086cb4018b,teacher,34,2,United States,1,,English Language Arts,"3,4",,11,1,,1,,1,2,,English Education ,2,2,3,2,2,2,4,4,4,4,5,5,5,5,4,4,4,4,3,2,2,4,4,3,1,2,3,3,1,1,1,1,4,3,1,1,4,4,7,7,7,6,7,7,7,7,8,8,7,9,6,6,5,5,6,5,6,5,6,6,5,6,6945bcb8d7b6d7086cb4018b,
24/04/2026 09:53,24/04/2026 09:56,0,100,139,1,24/04/2026 09:56,R_8jdsyCQk5R6O16u,,,,,anonymous,EN,698078cabb2620c571d0a278,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698078cabb2620c571d0a278,
24/04/2026 09:56,24/04/2026 10:03,0,100,434,1,24/04/2026 10:03,R_8J3FeGUnuCkPFFn,,,,,anonymous,EN,697b84c90c1e6aa1f88b57fb,teacher,37,2,Italia,6,Private teacher,"Italiano, Matematica","3,5",,5,4,,"1,2,4",,2,2,,"Antropologia Culturale
Comunicazione Interculturale",3,3,5,5,6,5,2,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,2,3,2,3,2,4,3,2,2,3,3,3,3,3,4,4,5,6,6,7,7,6,6,6,7,8,8,7,7,7,7,7,7,5,4,6,7,7,6,5,697b84c90c1e6aa1f88b57fb,
24/04/2026 09:59,24/04/2026 10:03,0,100,282,1,24/04/2026 10:03,R_2Kp5ZuHliIeQN4m,,,,,anonymous,EN,69308065dce43e2fb6fc54a3,teacher,36,2,Germany ,"1,2",,"English, History","3,4",,11,1,,"1,3",,1,2,,Education ,2,2,2,2,2,3,4,4,4,4,4,3,4,4,2,2,4,3,4,2,2,4,3,4,2,2,3,4,2,2,3,2,4,4,2,2,4,4,7,6,6,7,7,6,6,7,7,6,6,7,6,6,4,3,5,5,5,2,5,5,4,5,69308065dce43e2fb6fc54a3,
24/04/2026 09:49,24/04/2026 10:04,0,100,913,1,24/04/2026 10:04,R_1TUXkiMc6jv6KoF,,,,,anonymous,EN,69e902306f456028cb82b3e8,teacher,44,2,Brazil,1,,English,"2,3,4",,5,3,,1,,1,1,,Foreign Languages,2,4,5,5,6,6,3,4,4,4,3,3,4,4,2,2,3,3,3,3,4,3,2,1,2,2,3,3,4,4,4,3,2,3,3,3,3,3,6,7,5,6,6,4,5,8,7,8,3,4,6,5,5,3,6,2,1,1,4,7,3,4,69e902306f456028cb82b3e8,
24/04/2026 10:02,24/04/2026 10:10,0,100,474,1,24/04/2026 10:10,R_2Lf18rx8icPHnup,,,,,anonymous,EN,6980797a9fe1ae3acd7d61d6,teacher,51,1,Romania,1,,English,4,,29,1,,1,,1,1,,English,2,3,4,3,4,2,4,4,4,4,4,4,4,5,4,4,4,4,3,2,1,3,4,3,1,2,3,4,1,1,1,1,3,4,1,1,4,4,8,7,8,5,7,8,7,8,8,9,5,5,6,6,7,7,6,7,6,7,6,6,7,7,6980797a9fe1ae3acd7d61d6,
24/04/2026 10:11,24/04/2026 10:15,0,100,209,1,24/04/2026 10:15,R_5cLo5XiKrxMv23D,,,,,anonymous,EN,6998f16de4e42aa827623859,teacher,31,1,usa,1,,Computer Science,"3,4",,5,1,,1,,1,2,,Instructional Design,1,3,2,3,2,2,5,5,5,5,5,4,5,5,5,5,5,5,4,3,2,4,4,4,1,2,1,4,2,1,2,3,4,4,3,2,4,4,7,8,6,8,8,8,8,8,8,8,8,8,4,5,6,6,5,4,6,6,6,6,6,6,6998f16de4e42aa827623859,
24/04/2026 10:06,24/04/2026 10:16,0,100,591,1,24/04/2026 10:16,R_7JM6Z2IqyqL5q4F,,,,,anonymous,EN,697b92316a9639dac7e6dad1,teacher,38,1,Mexico,1,,History,"2,3,7",Music,10,2,,2,,2,2,,Basic education master,2,2,3,3,3,2,4,3,2,3,4,4,3,4,2,3,2,3,2,3,3,3,2,2,2,3,3,2,3,3,3,4,3,2,2,3,2,2,8,6,6,7,6,7,7,8,8,8,2,7,6,6,2,3,6,5,5,4,5,6,5,5,697b92316a9639dac7e6dad1,
24/04/2026 10:06,24/04/2026 10:21,0,100,907,1,24/04/2026 10:21,R_3kUESLvmpdeuiis,,,,,anonymous,EN,698133094a42eb8321de199a,teacher,39,1,Argentina,4,,Theory of the political state ,6,,5,2,,1,,2,3,,"Sociology, Educational Sciences ",1,5,4,4,4,3,2,3,1,1,4,4,4,4,4,4,1,2,4,2,1,2,3,2,1,4,2,4,3,4,4,3,4,2,2,4,4,4,9,6,9,7,9,9,9,7,7,8,1,6,7,7,4,4,7,5,7,3,7,7,1,6,698133094a42eb8321de199a,
24/04/2026 10:20,24/04/2026 10:24,0,100,205,1,24/04/2026 10:24,R_6uIuqW1sTsEZMgp,,,,,anonymous,EN,69655759d585853078f81977,teacher,46,2,United States ,1,,English language arts,"1,2",,5,1,,"1,2",,1,1,,English ,2,5,2,4,2,4,1,3,2,3,4,2,4,2,4,2,5,2,4,2,4,2,4,1,4,2,4,2,4,2,4,1,4,1,4,1,2,3,3,6,4,7,5,7,4,7,3,6,4,4,2,3,6,2,5,2,6,3,6,2,5,3,69655759d585853078f81977,
24/04/2026 10:17,24/04/2026 10:25,0,100,516,1,24/04/2026 10:25,R_22mMrwtaxCouTZq,,,,,anonymous,EN,698720113b7524f392ed37f4,teacher,39,2,Spain,"1,2,4",,English,"2,3,4",,15,2,,"1,2,3",,1,1,,Education,2,2,3,2,3,2,3,4,2,2,4,5,4,5,4,2,2,2,2,3,2,3,3,2,1,3,3,3,2,2,2,2,3,3,1,3,3,3,8,7,7,8,8,8,9,7,6,9,6,9,7,7,6,6,7,4,6,5,7,7,6,6,698720113b7524f392ed37f4,
24/04/2026 10:38,24/04/2026 10:44,0,100,341,1,24/04/2026 10:44,R_5ylnaqvU0XU8VU5,,,,,anonymous,EN,691ced72488a014dbdf99c53,teacher,41,1,Canada,"1,2",,Drama,"3,4",,19,1,,1,,1,1,,Drama,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1,4,3,4,1,1,4,4,1,1,2,2,4,4,1,1,4,4,9,9,9,9,8,8,8,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,691ced72488a014dbdf99c53,
24/04/2026 10:49,24/04/2026 10:50,0,100,58,1,24/04/2026 10:50,R_2DZkapbypy9Cuf8,,,,,anonymous,EN,6977aaadf315779dbd9c9d1d,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6977aaadf315779dbd9c9d1d,
24/04/2026 10:40,24/04/2026 10:53,0,100,784,1,24/04/2026 10:53,R_8wbaALzxFterEjL,,,,,anonymous,EN,696a87c6985da308a9f2829c,teacher,37,1,United Kingdom,"2,4,6",Counselling,English,"3,4",,16,1,,"1,2,3,4,5",,1,1,,Linguistics,2,5,6,5,3,5,5,4,4,5,4,3,4,5,3,4,4,3,3,4,3,2,2,3,3,3,1,2,2,3,3,2,4,2,3,3,2,2,5,5,3,6,4,6,4,6,4,5,7,8,5,5,6,6,5,4,3,6,3,6,6,3,696a87c6985da308a9f2829c,
24/04/2026 10:55,24/04/2026 11:02,0,100,412,1,24/04/2026 11:02,R_1f7B44zqDARsOll,,,,,anonymous,EN,69c30fc32b3622db12a8176e,teacher,62,2,United States,3,,all academic,6,,40,1,,"1,3",,1,2,,Special Education Reading Exceptional Needs Specialist,2,3,3,4,4,3,2,4,4,3,4,2,4,4,2,4,3,3,3,3,2,3,3,3,2,2,3,4,3,3,3,2,3,3,1,1,3,3,6,7,6,5,7,6,7,7,8,8,8,8,6,6,2,2,6,6,6,6,6,2,3,5,69c30fc32b3622db12a8176e,
24/04/2026 11:06,24/04/2026 11:08,0,100,68,1,24/04/2026 11:08,R_2fVzLLvW2A3CSnD,,,,,anonymous,EN,69e7cf826f7d1784a2f8426c69e7cf826f7d1784a2f8426c,Teacher ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69e7cf826f7d1784a2f8426c,
24/04/2026 11:09,24/04/2026 11:14,0,100,346,1,24/04/2026 11:14,R_3uplUMzX6Cz6ZpU,,,,,anonymous,EN,69974e4e6f6c6dcaa0003e50 69974e4e6f6c6dcaa0003e50,teacher,40,2,Canada,1,,Mathematics ,"2,3,4",,17,2,,3,,1,1,,Bachelor of Education in Mathematics,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,1,3,3,2,2,3,4,2,3,1,2,4,4,2,2,4,4,9,9,9,7,9,7,8,9,9,8,7,7,5,5,5,5,6,6,6,7,6,7,7,6,69974e4e6f6c6dcaa0003e50,
24/04/2026 11:06,24/04/2026 11:15,0,100,538,1,24/04/2026 11:15,R_5nJcJZ4YIUSS8UN,,,,,anonymous,EN,69137486d441ad79cb8eeae0,teacher,43,2,Canada,"1,2",,"History, Law","3,4",,18,1,,"1,4",,2,4,,"History, Geography",2,3,5,4,5,5,4,5,4,4,4,2,4,4,3,2,1,3,3,2,2,4,4,4,1,2,1,4,2,2,1,1,3,4,3,2,4,4,6,3,5,4,7,6,7,6,9,9,3,8,4,6,5,5,6,5,7,5,7,7,5,6,69137486d441ad79cb8eeae0,
24/04/2026 11:12,24/04/2026 11:17,0,100,302,1,24/04/2026 11:17,R_1dNpQcc4Y3JM7aa,,,,,anonymous,EN,69bf00b13882a8cf2f7400b3,teacher,39,2,United States,1,,Intervention,1,,7,1,,"1,2,3",,2,2,,Early Childhood Education,2,4,4,5,4,4,4,4,3,4,3,3,3,2,3,3,3,3,3,2,3,2,3,3,2,3,3,3,2,2,2,3,3,2,3,3,2,2,6,5,5,6,5,5,6,6,7,6,5,5,6,6,4,2,6,3,4,6,6,4,4,5,69bf00b13882a8cf2f7400b3,
24/04/2026 11:05,24/04/2026 11:17,0,100,735,1,24/04/2026 11:17,R_8Kr1SitADdt8opO,,,,,anonymous,EN,69ddfddfe3c42ae85c3aa7ee,teacher,58,2,South Africa ,5,,English,2,,30,1,,1,,1,4,,Education ,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,4,4,4,1,1,4,4,1,4,4,1,4,4,1,1,4,4,9,1,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,69ddfddfe3c42ae85c3aa7ee,
24/04/2026 11:07,24/04/2026 11:18,0,100,676,1,24/04/2026 11:18,R_2jiYRMb5Po1i6Bv,,,,,anonymous,EN,698b2ea250a910c0f9258424,teacher,26,2,Morocco ,1,,English ,"1,2,3,4",,5,1,,1,,1,1,,English studies - linguistics ,2,3,4,3,3,2,5,4,5,4,4,4,5,5,5,5,4,4,3,2,1,2,4,3,2,1,3,3,1,2,2,1,4,4,3,2,4,4,7,9,6,8,9,5,8,5,7,9,9,7,7,7,7,7,7,7,7,7,7,7,6,7,698b2ea250a910c0f9258424,
24/04/2026 11:08,24/04/2026 11:21,0,100,768,1,24/04/2026 11:21,R_84NoRIObf8IEOSw,,,,,anonymous,EN,6930813b26adb712afebdc55,teacher,25,1,germany,"3,4",,"maths, politics, physical education",3,,"1,5",4,,"1,3",,3,1,,education in politics and physical education,3,4,5,3,5,4,4,4,4,4,5,4,5,5,3,3,2,4,3,2,2,3,2,2,2,2,2,2,2,3,2,2,3,3,2,1,3,3,4,5,6,7,7,6,7,7,5,5,3,5,7,7,5,7,7,6,7,7,7,7,7,7,6930813b26adb712afebdc55,
24/04/2026 10:52,24/04/2026 11:22,0,100,1790,1,24/04/2026 11:22,R_7chOJDm5id8gqs1,,,,,anonymous,EN,69e04b1a43302f4c63e69bae,teacher,44,2,canada,4,,I'm a teaching assistant. I support special needs students with all subjects,2,,6,3,,1,,1,5,community college diploma,Social services. Diploma in Developmental services worker,2,5,5,6,6,5,3,4,2,3,4,3,4,5,2,1,2,2,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,5,5,5,3,3,6,5,4,4,8,5,5,4,4,4,4,4,4,3,6,4,5,5,6,69e04b1a43302f4c63e69bae,
24/04/2026 11:17,24/04/2026 11:25,0,100,458,1,24/04/2026 11:25,R_53BXedW0aZ7SivD,,,,,anonymous,EN,69de76f4b9ff76659b7f792e,teacher,48,2,Canada,"1,2",,Math and Early Literacy ,2,,21,1,,"1,2,3",,1,2,,Marine Biology and Literacy,2,5,5,6,4,4,5,5,5,5,4,4,4,4,1,4,5,4,3,2,2,4,4,4,1,1,4,4,1,1,1,1,4,4,1,1,4,4,5,4,8,5,8,5,6,5,7,7,7,8,6,6,7,7,7,6,7,7,7,7,6,7,69de76f4b9ff76659b7f792e,
24/04/2026 11:19,24/04/2026 11:26,0,100,382,1,24/04/2026 11:26,R_1kNdazuofPXulgK,,,,,anonymous,EN,69cff5023c60b555f967fae5,teacher,31,2,United States,1,,Math,4,,8,1,,1,,1,1,,Education,2,2,3,2,3,5,4,4,4,4,4,4,4,4,4,4,3,4,3,2,1,4,3,3,1,2,3,3,2,2,1,1,3,3,1,2,3,3,7,6,7,6,7,7,6,7,8,7,6,6,6,6,5,6,6,5,6,6,6,6,6,6,69cff5023c60b555f967fae5,
24/04/2026 11:31,24/04/2026 11:31,0,100,32,1,24/04/2026 11:31,R_8De8t54tkifdphn,,,,,anonymous,EN,69eb9533003ff232ca29a84b,teacher ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69eb9533003ff232ca29a84b,
24/04/2026 11:19,24/04/2026 11:46,0,100,1653,1,24/04/2026 11:46,R_6qapsqKnQSvqCVj,,,,,anonymous,EN,69d574e89290e5a9555dcd83,teacher,46,2,Canada,"1,3",,Grade 6,2,,15,1,,1,,1,1,,Social Work ,2,2,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,4,3,3,2,2,4,3,3,3,3,3,3,3,2,3,3,3,3,7,5,5,9,5,7,7,7,7,3,7,6,5,5,6,6,6,5,5,5,6,7,6,69d574e89290e5a9555dcd83,
24/04/2026 11:42,24/04/2026 11:49,0,100,432,1,24/04/2026 11:49,R_1DHiZcMt7DO5lWc,,,,,anonymous,EN,6964550ebf9b361bdc44fd45,teacher,33,1,USA,3,,Special education,"1,2,3,4",,10,1,,"1,2,3",,1,1,,Education,2,3,3,3,2,2,3,4,4,4,3,2,4,3,3,4,2,2,3,2,1,2,3,3,2,2,4,4,2,2,1,1,4,3,1,1,4,4,6,5,5,5,6,6,6,5,6,5,6,5,5,5,6,6,7,7,7,5,6,7,6,6,6964550ebf9b361bdc44fd45,
24/04/2026 11:44,24/04/2026 11:49,0,100,309,1,24/04/2026 11:49,R_7ql345uJlfkX8sF,,,,,anonymous,EN,696672bf58495a18f8a1851a,teacher,55,2,USA,"1,2,3",,"SPED, English, PE, Health","3,4",,25,1,,"1,3,4",,1,3,,"SPED cross cat, English, PE, Health",2,4,4,5,5,4,5,4,5,5,5,4,5,5,1,2,1,4,4,1,1,4,4,3,1,1,4,4,1,1,1,1,4,4,1,1,4,4,7,8,8,9,9,8,9,9,9,9,8,9,7,7,7,7,7,6,6,6,6,7,6,6,696672bf58495a18f8a1851a,
27/04/2026 08:34,27/04/2026 08:39,0,100,281,1,27/04/2026 08:39,R_210U40fdV81SyiY,,,,,anonymous,EN,69ed36f0b6e1c65011c5bd75,teacher,40,1,England ,1,,Geography ,"3,4",,15,1,,1,,1,1,,Geography,2,4,3,3,4,3,3,4,4,4,3,4,4,4,3,4,4,3,3,2,2,2,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,7,5,7,6,6,7,6,6,7,6,4,6,4,4,5,5,5,5,6,5,5,5,5,6,69ed36f0b6e1c65011c5bd75,
27/04/2026 08:35,27/04/2026 08:42,0,100,443,1,27/04/2026 08:42,R_8EGythbTL9LTfW3,,,,,anonymous,EN,6977a47f891c2f3112db706d,teacher,37,1,Germany,1,,"mathematics, informatics, history, politics, geography, oeconomics","3,4",,11,1,,1,,1,2,,geography and oeconomics,2,5,6,6,6,2,2,1,2,1,5,3,4,5,4,3,1,3,3,1,1,2,2,2,1,2,3,4,1,2,4,1,4,2,2,3,3,3,3,1,1,2,9,3,8,4,7,9,3,1,7,7,5,3,7,3,3,2,3,7,2,3,6977a47f891c2f3112db706d,
27/04/2026 08:31,27/04/2026 08:48,0,100,1056,1,27/04/2026 08:48,R_2fDcFXhV1KQYnhr,,,,,anonymous,EN,69ee3ec0e90d4c5d08955f7c,teacher,35,2,England,4,,"Early Years
Speech and Language","1,2",,2,1,,"1,2",,2,5,NVQ,Childcare,2,3,2,2,4,3,4,4,5,4,4,4,5,5,3,3,3,3,4,3,3,3,4,3,2,2,3,3,2,3,1,2,3,3,2,3,4,3,6,7,7,7,6,7,7,5,3,8,4,5,6,6,6,5,5,4,3,5,3,6,6,4,69ee3ec0e90d4c5d08955f7c,
27/04/2026 08:41,27/04/2026 08:49,0,100,481,1,27/04/2026 08:49,R_8IxRDOHv30ilLqk,,,,,anonymous,EN,6983b511690519802248baf8,teacher,32,2,España,3,,Audición y lenguaje,"1,2",,8,1,,"1,2,3,5",,1,2,,Maestra de educación primaria con la mención de Audición y Lenguaje,2,3,3,3,4,3,3,4,3,3,5,5,5,5,4,3,2,3,3,4,2,3,4,3,2,3,3,3,2,2,2,2,3,3,3,3,3,4,8,7,7,7,7,7,8,6,7,9,9,9,7,7,4,3,7,4,6,2,7,7,4,6,6983b511690519802248baf8,
27/04/2026 08:36,27/04/2026 08:50,0,100,816,1,27/04/2026 08:50,R_8g7KxEqWHJKGkvf,,,,,anonymous,EN,69eb52a003ce9f274c89e41b,teacher,51,2,UK,"3,4",,"History, French, PHSE, science, Phonics, PE, Geography.",2,,10,1,,"1,2,3",,2,5,GCSE,Performing arts,1,2,3,2,4,5,4,4,4,5,4,3,4,4,4,5,2,5,3,3,2,2,3,4,1,2,3,4,3,3,3,2,3,4,1,2,4,4,9,8,7,7,8,9,8,7,6,8,6,7,6,7,7,7,7,5,6,7,7,7,7,7,69eb52a003ce9f274c89e41b,
27/04/2026 08:34,27/04/2026 08:50,0,100,975,1,27/04/2026 08:50,R_195GFO9HjpNWnFG,,,,,anonymous,EN,699895da3ed1f0801a650510,teacher,45,2,United States,3,,Vocational Training,"4,5,6",,18,1,,"1,5",,1,2,,Interdisciplinary Studies,2,3,3,3,4,1,5,4,4,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,4,3,2,3,2,4,3,3,3,2,4,4,3,3,5,5,5,7,7,7,7,8,8,9,8,9,4,4,5,5,4,4,4,5,4,4,4,4,699895da3ed1f0801a650510,
27/04/2026 08:42,27/04/2026 08:51,0,100,528,1,27/04/2026 08:51,R_6CfFnv7g7Gr12qe,,,,,anonymous,EN,69924385130278177eb7e2a6,teacher,34,2,United States of America,1,,"Reading, Writing, Social Studies, Science",2,,9,1,,1,,1,1,,Elementary Education/English,2,4,6,1,6,2,5,4,4,4,3,3,4,4,2,1,1,4,3,2,1,4,3,3,2,4,2,3,2,2,3,3,3,3,2,2,4,4,1,1,1,5,7,5,6,7,8,9,3,8,4,5,6,6,5,5,4,2,7,7,7,6,69924385130278177eb7e2a6,
27/04/2026 08:50,27/04/2026 08:57,0,100,421,1,27/04/2026 08:57,R_5xx88yc4i9MIaid,,,,,anonymous,EN,69eba1a08a194e1ef5e16a2d,teacher,32,1,United States,1,,English/Language Arts,4,,7,1,,1,,1,1,,English/Language Arts,2,2,3,3,4,3,2,2,3,2,4,3,5,5,3,3,2,2,3,2,1,4,3,2,1,2,2,4,2,2,2,2,3,3,2,3,4,4,7,6,7,6,8,8,8,8,7,9,8,7,7,7,7,7,7,4,4,5,5,7,7,4,69eba1a08a194e1ef5e16a2d,
27/04/2026 08:50,27/04/2026 08:58,0,100,504,1,27/04/2026 08:58,R_2rSeVaxfgQr0Tj9,,,,,anonymous,EN,69e68df853f87896c7b43233,teacher,29,1,United Kingdom,1,,English,2,,6,1,,1,,1,1,,History,2,3,3,3,2,2,3,4,3,4,3,3,5,4,4,3,4,4,4,1,3,4,3,3,3,2,4,4,1,1,1,1,3,4,2,2,3,3,7,7,5,8,8,8,7,7,7,8,7,7,5,7,5,3,6,3,5,5,5,6,6,4,69e68df853f87896c7b43233,
27/04/2026 09:00,27/04/2026 09:01,0,100,57,1,27/04/2026 09:01,R_7NyOgbsvSrHKTkn,,,,,anonymous,EN,697c048dfa6d768614669de5,teacher ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697c048dfa6d768614669de5,
27/04/2026 08:56,27/04/2026 09:02,0,100,328,1,27/04/2026 09:02,R_3sj1dckejoPJ9mU,,,,,anonymous,EN,695faf24c19b8517f8a9bb0e,teacher,28,1,United States,3,,Gifted education,2,,6,1,,3,,2,2,,"Environmental science, elementary education",2,4,4,4,4,2,4,4,2,2,5,4,5,5,3,3,3,2,3,3,3,2,4,2,3,4,3,3,3,2,3,4,3,3,4,3,3,3,7,5,7,7,7,7,6,8,6,7,6,7,5,6,6,6,6,6,6,5,5,6,6,6,695faf24c19b8517f8a9bb0e,
